timestamp,price,high,low,volume
2025-09-25 15:42:56.023000,111309.55,113940.0,110629.99,15556.36215
2025-09-25 15:42:57.023000,111318.0,113940.0,110629.99,15559.33116
2025-09-25 15:42:58.023000,111318.0,113940.0,110629.99,15559.31466
2025-09-25 15:42:59.023000,111318.0,113940.0,110629.99,15559.32579
2025-09-25 15:43:00.023000,111318.0,113940.0,110629.99,15559.34597
2025-09-25 15:43:01.024000,111355.42,113940.0,110629.99,15559.76082
2025-09-25 15:43:02.023000,111355.42,113940.0,110629.99,15559.26145
2025-09-25 15:43:03.023000,111366.55,113940.0,110629.99,15559.32836
2025-09-25 15:43:04.023000,111373.9,113940.0,110629.99,15559.50367
2025-09-25 15:43:05.023000,111373.9,113940.0,110629.99,15559.44424
2025-09-25 15:43:06.023000,111373.89,113940.0,110629.99,15559.44996
2025-09-25 15:43:07.023000,111373.9,113940.0,110629.99,15559.50298
2025-09-25 15:43:08.023000,111373.9,113940.0,110629.99,15559.50307
2025-09-25 15:43:09.023000,111373.89,113940.0,110629.99,15559.49431
2025-09-25 15:43:10.023000,111380.0,113940.0,110629.99,15559.6469
2025-09-25 15:43:11.023000,111383.23,113940.0,110629.99,15564.61803
2025-09-25 15:43:12.023000,111383.24,113940.0,110629.99,15564.37182
2025-09-25 15:43:13.023000,111383.23,113940.0,110629.99,15564.3677
2025-09-25 15:43:14.023000,111383.23,113940.0,110629.99,15564.34698
2025-09-25 15:43:15.023000,111383.23,113940.0,110629.99,15564.34722
2025-09-25 15:43:16.023000,111383.23,113940.0,110629.99,15564.34514
2025-09-25 15:43:17.023000,111383.24,113940.0,110629.99,15564.35158
2025-09-25 15:43:18.023000,111383.23,113940.0,110629.99,15564.34928
2025-09-25 15:43:19.023000,111383.23,113940.0,110629.99,15564.35073
2025-09-25 15:43:20.023000,111383.23,113940.0,110629.99,15564.4007
2025-09-25 15:43:21.023000,111383.23,113940.0,110629.99,15564.40512
2025-09-25 15:43:22.023000,111383.24,113940.0,110629.99,15564.21487
2025-09-25 15:43:23.023000,111394.38,113940.0,110629.99,15564.88338
2025-09-25 15:43:24.023000,111394.37,113940.0,110629.99,15564.80802
2025-09-25 15:43:25.023000,111394.38,113940.0,110629.99,15564.8479
2025-09-25 15:43:26.023000,111401.75,113940.0,110629.99,15564.89131
2025-09-25 15:43:27.023000,111401.75,113940.0,110629.99,15565.06828
2025-09-25 15:43:28.023000,111401.74,113940.0,110629.99,15565.06634
2025-09-25 15:43:29.023000,111408.98,113940.0,110629.99,15565.10975
2025-09-25 15:43:30.024000,111408.98,113940.0,110629.99,15565.13309
